Review,Sentiment Scores,Compound Score,Sentiment Label
Horrible customer service. The representative was snotty and sarcastic over the phone. Taking my business to Nike from now on. ,"{'neg': 0.234, 'neu': 0.766, 'pos': 0.0, 'compound': -0.6705}",-0.6705,Negative
"DON’T BUY ONLINEPurchased the Nulu Jacket online. It’s been 3 weeks and the order has still not arrived. Apparently it got lost in transit. All the hassle to have to call customer service and wait an hour to speak with an agent to finally be put on hold. Called and wait an hour again. Worst customer service, extremely disappointed. I would not recommend this company. ","{'neg': 0.168, 'neu': 0.832, 'pos': 0.0, 'compound': -0.898}",-0.898,Negative
"Had a few outfits from lululemon athletica, they were a gift along with other stuff. well, as i can tell, they might be a bit pricy, but sure, their clothes are made out of comfortable fabric and high-quality material. I like the name of the brand too, it's stylish.","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.9209}",0.9209,Positive
"Bought All the Right Places High-Rise Drawcord Waist Crop 23” tights and recieved them Jan 6, 2024, I work away for a month at a time so they effectively had 2 months of wear, maybe once per week.  Approximatley a total of 8 wears and the seem in the crotch ripped.  I used their customer service to submit an issue and was told that I had caused accidental damage.  Just wondering how one causes accidental damage to the crotch area? lol The seem definitely parted quickly upon receiving the goods and caused a two inch hold in the crotch.  Lulu customer care basically told me to go fly a kite and effectively does not stand behind their products.  This after a year before I ordered and received a pair just before Christmas and upon first wear the leg had a tear in it, I reached out to them at that time they basically said we're too busy with our Christmas sales rush to help you.  So basically they think they are too big to fail and don't actually stand behind the quality of their products any longer.  I had a pair of lulu's in the 2000's that lasted 7 years, now 8 wears for a 128$ pair or pants? No thank you, never again Lulu. ","{'neg': 0.068, 'neu': 0.831, 'pos': 0.101, 'compound': 0.8083}",0.8083,Positive
Terrible customer service.  Tracking indicates that my $300 order has been sitting in customs well past the expected delivery date.  Items were to be delivered on 5/9 and it is 5/16.  Chat live and telephone representative both confirmed they will do nothing but open and investigation and I can expect to wait an additional 6 business days.  I will not shop with them again in the future with this level of service.  Way too many other great brands out there for this sub par level of service.,"{'neg': 0.023, 'neu': 0.898, 'pos': 0.08, 'compound': 0.7311}",0.7311,Positive
"A note of thanks to the staff in the stores of Richmond, Westfield White City and Online. Impeccable every time. They ought to teach many in the trade what customer service is. Polite, not pushy, extremely helpful and all of this is with a smile, whether you are buying, exchanging or simply didn't get lucky with what you needed on one occasion. Their products are great, too, whether the specialised wear for sports, or the sweatshirts or even their coats. Tried them, all, and happy.","{'neg': 0.051, 'neu': 0.793, 'pos': 0.157, 'compound': 0.8788}",0.8788,Positive
"2 stars only for the representatives that tried to help in the situation.I received a gift card for my birthday from a friend for $50. I went to use it in store, and was told by the cashier that the magnetic strip didn’t work, and I would have to call customer service to get help. I tried to upload the card on the app, but the pin was unreadable on the card. I left and called to figure out my options. I was told the card had a pre-authorization fee that had to be waived (which would take 2 weeks) and then the funds would be moved to a different e-gift card that I could use. I called back 3 times within the span of 3 weeks, and I kept being told the same thing, to wait until the fee was waived and then it would be transferred. Finally when I called, I was told the card had been compromised and been used, and there was nothing they could do about it. Which means my friend was scammed out of $50 by lululemon.This gift card was never used outside of the time I tried to use it in store and was told the magnetic strip doesn’t work. The only way it could have been compromised is before it was purchased, which means lululemon sold a compromised gift card, or the lululemon store at which is was used somehow took the information for it and compromised it. I asked to speak to the resolutions team on the phone, or some kind of manager or supervisor, and was told they don’t allow customers to speak on the phone with either party. The resolutions team then “resolved” the issue by sending me an email telling me to contact my local police. Very disappointed in lululemon resolution management.","{'neg': 0.015, 'neu': 0.9, 'pos': 0.085, 'compound': 0.9587}",0.9587,Positive
"Their customer service sucks! My order was supposed to be delivered last Wednesday, but it still hasn't arrived. They're using the absolutely worst courier service on earth called OnTrack. I've called customer service multiple times, but nobody is able to help; they just listen and hang up. I'm done with shopping online!","{'neg': 0.138, 'neu': 0.804, 'pos': 0.058, 'compound': -0.7072}",-0.7072,Negative
"Popped into Canary Wharf to find a gym outfit for my birthday as a busy mum of two I was spending the day at a spa/gym and looking forward to my relaxing treat. The customer service I received from the assistants (especially Nadia) in store was superb. She found me an amazing outfit, Wundertrain leggings, Align top and bag. I loved wearing my outfit and felt great. I did a class and the fabric was so comfortable. I can't thank Nadia enough for making my birthday. I am a Lululemon convert and look forward to buying my next outfit!","{'neg': 0.022, 'neu': 0.721, 'pos': 0.257, 'compound': 0.9793}",0.9793,Positive
"Ordered wunder puff jacket Boxing Day online - smooth transaction on website. Jacket delivered by ups on 4th Jan. Jacket was well packaged in an environmentally friendly cardboard box, sealed with paper tape - easy to recycle.Jacket performs really well, warm but not overly heavy. Good sized pockets for gloves, phone and bits and bobs. Jacket performs really well in the rain. Inner lining to wrists and neck keeps out the elements and cold. Overall a well made Lululemon item.Only criticism are the zips are a bit fiddly - Lululemon could make the zip pullers bigger or stitch on a pull strap, hence 4 stars.","{'neg': 0.063, 'neu': 0.809, 'pos': 0.128, 'compound': 0.4732}",0.4732,Positive
"Would like to feedback on Lululemon Auz Live chat customer service rude behaviour. Beside the fact they are unable to resolve my issue, they are also lack of empathy. Instead of not giving decent suggestion, i was ended my chat rudely by the customer support: Erin. Please send her for some proper customer support training, her character is ultimately lack of empathy and customer experience with her is extremely negative. I wonder how Lululemon set their criteria during their hiring process. If there is no solution, i would at least hope to be given more directive or understanding reply.Feedbacking on the multiple time of price glitch and purchase issue, all they could do is unable to honour. Please work into your customer support training and system price glitch. I believe the price point set by Lululemon should justify the amount of after sales service i should be getting. The non cancellation of order after 1 hour is also ulti inflexible, please think through a better purchase experience to your customer! Thank you! ","{'neg': 0.096, 'neu': 0.729, 'pos': 0.176, 'compound': 0.932}",0.932,Positive
Terrible customer service with lost item. Will not be buying from them in the future ,"{'neg': 0.293, 'neu': 0.707, 'pos': 0.0, 'compound': -0.6597}",-0.6597,Negative
"Always had a really good experience. I have ordered from lulu many times over the past few years. One thing I will say is their customer satisfaction is definitely important to them from what I’ve experienced. The bad experiences I have had with them have been promptly reconciled with a refund and so far I’ve never had a quality issue with any of my lululemon clothes. Their warranty is so long for a reason, they know how well built the clothing is.","{'neg': 0.041, 'neu': 0.81, 'pos': 0.149, 'compound': 0.8016}",0.8016,Positive
"Lululemon is quality in all of the senses. I always had great experiences with their products as the quality and durability are impressive, but now I also experienced the Customer Service and is like same as the products. Amazing!!!! Congrats for the way you handle and resolve issues. This make us more loyal than we already are! I've been in Dublin on holidays and I was able to change a product that was purchased online as there was no more availability online but they had one in the shop. The team in the shop and also inside Brown Thomas are fantastic!! Also de Customer Service online in incredibly clear and efficient. Congrats to the Recruiters!!!","{'neg': 0.019, 'neu': 0.686, 'pos': 0.295, 'compound': 0.9916}",0.9916,Positive
"I will no longer purchase from this company. The quality of their athletic clothes is truly not up to par and it’s really just the brand name that keeps them afloat. Their customer service is even worse than their overpriced athletic wear. I was returning a bottom with a weirdly turned seam and after it was said and done I kept receiving all these emails from the company regarding resolving the issue of the return. There was no issue and no matter how many times I responded with “it’s all done, my return is refunded,” the emails kept coming constantly!! Finally I wrote “STOP!!!” This got the attention of ONE of the customer service reps and she apologized for the massive numberof unnecessary emails, and then offered to send a $30 ecard for my trouble. I thought this very “Nordstrom-like” and thanked them. I never received the gift card. I wrote to them and they said they sent it. The ONE email from them that didn’t actually arrive in my e-box?? Sure. Interesting. I said please resend. Rather than resend I received numerous emails saying it had been sent. They never bothered to rectify the situation. Quite the company. Not people I’ll do business with…. ","{'neg': 0.079, 'neu': 0.815, 'pos': 0.106, 'compound': 0.7048}",0.7048,Positive
"To start off, their clothes are absolutely amazing. They have high quality clothing, although expensive, but very worth it because the clothes will last you years and years. They have the cutest colors and the clothes are truly so comfy!","{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.9401}",0.9401,Positive
"Extreamly slow delivery. Items in same order sent separately, one arriving 2 weeks after promised delivery. Also their sale is absolute joke. None of the items/sizes are in stock. Service gone down the hill a lot lately.","{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.5719}",0.5719,Positive
"I spend €118 on a pair of leggins and have to pay €1 for a bag?? What's that about??? Very frustrating, I went to brown Thomas and they don't charge for a bag. ","{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.676}",-0.676,Negative
"I make all of my Lulu orders online, and I have had nothing but positive experiences each time. The quality of the items are excellent, and their staples are very cosy. The customer service is next to none, especially when something goes wrong with the order.","{'neg': 0.149, 'neu': 0.758, 'pos': 0.093, 'compound': -0.4563}",-0.4563,Negative
"Ordered 4 pairs of leggings to replace old favorites (8+ years), same size / style / color. Received sheer, cheap leggings. Returned immediately. Have photo of return package, tags attached. Lulu refused to refund, said it was against policy for used clothing. Sent images of tags attached. Nearly a dozen emails later, they sent gift card. No refund. My cc refunded from a complaint I filed where I shared images of return. Left lulu a review, received notification review was posted, clicked through to see, 404 error. They removed post. Terrible quality. Not old Lulu. Horrible customer service. Felt very stiff and cheap compared to previous soft fabrics. Plenty of better companies around.","{'neg': 0.102, 'neu': 0.784, 'pos': 0.114, 'compound': 0.3506}",0.3506,Positive
"Absolutely Love lululemon’s clothes and many color options however the prices are not affordable, nor reasonable. They could also improve on the impact that just the production of their hotty hots  alone will leave on the environment. To add on, their majority share holding stockholder is their incredibly sexist founder and former CEO (no longer on the board). This being said, I still love the store  and own quite a few items which I am overall happy with and the workers in store are super helpful. For their expensive prices, at least they offer free hemming and shipping.","{'neg': 0.028, 'neu': 0.735, 'pos': 0.238, 'compound': 0.9783}",0.9783,Positive
Super impressed by lululemon customer service. They respond quickly and I spoke to Faye who dealt with my issue quickly and professionally. I’ve also returned many items and never had an issue.,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.7906}",0.7906,Positive
"I am obsessed with working out, and these clothes are so worth the money.I tend to sweat a lot, and I realize that I could go through a handful of $20 T-shirts and tank tops in a matter of a month or two, but when I get something at Lulu, it just last forever.The sweat resistance makes them never smell, too.. depreciated by anywhere near me in workouts.I have nothing but positive things to say about this company, I love their clothes, they last forever, but you do have to treat your stuff with care.Always quality over quantity","{'neg': 0.052, 'neu': 0.808, 'pos': 0.141, 'compound': 0.8426}",0.8426,Positive
Grate service but I heard Lululemon fabrics can cause cancer and heart attack and Lululemon ceo fat shame's ppl and don't want black ppl to buy there products and as being a black person who likes this line the CEO should be sewed for this act and not thinking about what he wants to say and if it is appropriate before he says it ,"{'neg': 0.158, 'neu': 0.791, 'pos': 0.05, 'compound': -0.8352}",-0.8352,Negative
Terrible customer service. My order is over 10 days late. I contacted customer service chat a few times to start an investigation. They finally started one and now they will not refund my order until they do their “due diligence”. Who knows how long that will take. But it looks like the order got stuck somewhere in the beginning of the shipping process. And so now I just have to wait for a refund for who knows how long. When I tried to discuss with their online chat they said they have nothing left to say and closed me out of the chat. Unbelievable. This is after a huge order - seems they don’t care about their customers at all - I will not shop here anymore!,"{'neg': 0.035, 'neu': 0.865, 'pos': 0.1, 'compound': 0.857}",0.857,Positive
I was bought a pair of trousers as a present.  Given the quality and quite frankly farcical price I'm amazed people buy these so I have returned. On the plus side this two star review for them improves on their average rating.  I can't believe the volume of folks who buy this marketed tripe.,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.7184}",0.7184,Positive
"I love active wear and after being given a gift card I purchased leggings and a top. They were both really nice and fit well however, for the price I just don’t feel it is worth it. The quality wasn’t any better than cheaper brands and I only managed one active wear outfit. I won’t be purchasing from them again.","{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.9752}",0.9752,Positive
"Will never order again. They use carriers that don’t deliver to military posts and then it’s the longest process to get your money back. Will be filing a chargeback. Their customer service does nothing and just continually passes you off. Terrible. Also, took them 5 days to get the order out. Do better. ","{'neg': 0.056, 'neu': 0.891, 'pos': 0.053, 'compound': -0.0516}",-0.0516,Negative
"Impressed by the store on Kings road, London where they take your name going into the changing rooms so it’s really personal and you feel like a valued customer. Great customer service.","{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.9118}",0.9118,Positive
"Been shopping here for a couple of years and can honestly say that the customer service has gone downhill massively. I've had numerous occasions where UPS dropped off my parcel somewhere rather than my home address and when I raised this with the team, their advice was to go collect it, or if I can't, the parcel will be returned and I will be refunded. Don't bother trying the online chat because it seems like all of the advisors are useless with actually resolving the problem. ","{'neg': 0.06, 'neu': 0.829, 'pos': 0.111, 'compound': 0.5627}",0.5627,Positive
I purchased 2 items from Lululemon and I loved the leggings they are so form fitting! I also received the wrong item and had to return it. Overall the clothes are nice and I would definitely be buying more from here. The quality does vary depending on the item you purchase.,"{'neg': 0.057, 'neu': 0.767, 'pos': 0.177, 'compound': 0.7644}",0.7644,Positive
"I'm never buying anything from Lululemon again. In my last purchases, all the sweaters and T-shirts shrunk, a lot of things are pilling, the color faded after 2 washes, and they now look cheap, and as if I've been wearing them for decades. I don't understand how they're selling $100+ gear that's such low quality. Disappointing. ","{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.6486}",-0.6486,Negative
"Lululemon offers first responders and military small discounts, which is extremely appreciative. However, this year they have taken away the ability to purchase things online with a gift card while using discount. Why?? I purchased something online, returned it in store for store credit, and when I went to purchase an item online and use my store credit, it would not let me do it. I contacted lululemon about it and they said you cannot use a discount and a gift card in the same transaction online. If I was to walk into a store I would be able to redeem my discount and my gift card! Not sure why Lululemon would take away the ability to use a gift card to their military and first responders with discounts. Not quite sure how this adds up.??? I would love an explanation!!","{'neg': 0.026, 'neu': 0.77, 'pos': 0.204, 'compound': 0.9807}",0.9807,Positive
"Went to the Lululemon located near 5th Ave and 48th St, it was clean the and the service was great. I was greeted at the entrance and they helped me find what I needed. However, I wish they were escalators, especially after walking in the city for hours.","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.891}",0.891,Positive
Tried to return faulty leggings and it was the most frustrating convoluted process I’ve had online. The €98 leggings were a birthday present for my daughter. Piling appeared after 1 wear and the material was poor quality. I eventually received a return label after being asked 2 times for information they already had.For some unknown reason I had to wait another 3 days for it ( plus email them again).It felt like customer service was commenting on queries to look like they were responding when actually they were just asking for information they already had. Either nobody reads complaints or it’s being auto answered by a service ai bot. Either way it is painful to work through. I would not recommend buying anything from this company online.,"{'neg': 0.125, 'neu': 0.837, 'pos': 0.038, 'compound': -0.8835}",-0.8835,Negative
"Good experience every time. Only once did a sales lady forget to put part of my purchase into a bag, but rectified promptly upon my return to the store.","{'neg': 0.051, 'neu': 0.88, 'pos': 0.069, 'compound': 0.128}",0.128,Positive
I spent time on the site choosing an appropriate mat and leggings to fit within a certain budget and also qualify for an AMEX promotion. The leggings came and I was less than impressed with the material. I waited for the mat which never came and instead I received an email telling me my order had been cancelled. I went back to the website and ordered a different one only to receive yet another email telling me my order was cancelled. I no longer wanted to deal with them and decided I would return the leggings. The leggings were on sale so sadly I was only able to receive a credit.  Double disappointment and a good lesson.,"{'neg': 0.108, 'neu': 0.785, 'pos': 0.107, 'compound': -0.0502}",-0.0502,Negative
I had an item missing from my order. I spoke with Luis via email and he quickly resolved my issue and issued a full refund that I received within a day. Great communication and very professional.,"{'neg': 0.061, 'neu': 0.778, 'pos': 0.161, 'compound': 0.5574}",0.5574,Positive
Absolutely horrible customer service!  Their warranty is useless as their associates continuously set expectations that they don’t live up to.  For the prices they charge for their products you would expect their service to be impeccable.  The truth is their service is pathetic.,"{'neg': 0.204, 'neu': 0.752, 'pos': 0.044, 'compound': -0.8513}",-0.8513,Negative
"The reviews on here say it all. The quality of this brands products are seriously shocking. Although they are comflrtable and a good fit- the material is so so poor and lasts no longer than a few weeks. When contacted the response is “We pride ourselves on creating innovative gear to support you through your sweatiest endeavours, and we stand behind our gear's quality. That said, keep in mind that our quality promise covers manufacturing defects.” These leggings are €120….DO NOT BUY","{'neg': 0.112, 'neu': 0.705, 'pos': 0.183, 'compound': 0.715}",0.715,Positive
"This company are a nightmare with deliveries. The first time I ordered from them they missed off a line of my address which delayed things.I have just ordered another item which was dispatched on 30 November by Royal Mail tracked 48. The tracking showed it was delivered to the Bristol MC on 2 December. I then received an email to say that it had been re-routed. To where? Bristol MC. The package sat there for a week until it was delivered, eventually, on 9 December. Tracked 48? Joke.","{'neg': 0.053, 'neu': 0.921, 'pos': 0.026, 'compound': -0.3094}",-0.3094,Negative
"I went to get a credit for a wrong size I had got from a sale rack. Having had bitter experiences in the past, my new membership gave me some confidence on the possibility for a credit. Though it was a busy day today, to my surprise, the customer service (Sarah, at Fairview Mall location) took the time and when she knew I loved the item, she checked online and found my size in another colour which I didn’t have in my collection and ordered it for me. The customer service was excellent and I hope all the customer service experiences will be the same every time.","{'neg': 0.051, 'neu': 0.765, 'pos': 0.183, 'compound': 0.9349}",0.9349,Positive
I have purchased items twice now from Lululemon and on both occasions the service was probably the best I have received in a very long time,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.6369}",0.6369,Positive
I purchased an item during the holiday season sale. My item came in original packaging within 6 days of placing the order. No complaints!,"{'neg': 0.174, 'neu': 0.638, 'pos': 0.188, 'compound': 0.1007}",0.1007,Positive
"Great clothing, easy returns, fast shipping. Only problem is that their clothes sometimes change in size between colors and there are some frustrating inconsistencies.","{'neg': 0.172, 'neu': 0.613, 'pos': 0.215, 'compound': 0.34}",0.34,Positive
"I went into Lululemon because a jacket that I bought from them a few years ago got a tear in it, and I wanted to see if there was anything they could do about it. I was thinking that the best they could do was send it off for repairs, if that, but I was wrong. I was being taken care of by Kevin Bita at the Mapleview Mall Lululemon (Ontario) and I received much more than I could have ever hoped! He was kind, patient, and fair and he made sure that when I left the store they all my problems were solved! He took his time, didn’t rush me as he was giving me options, and made sure that I was happy with the outcome. I have never received costumer service like this before! Way to go Kevin!","{'neg': 0.048, 'neu': 0.708, 'pos': 0.244, 'compound': 0.9852}",0.9852,Positive
"Bought a $150 sweatshirt that never arrived.  It was marked as delivered, but there is no way they could have entered the building.  I was home the entire time and they left it on a sidewalk filled with homeless people.  Then when I disputed it (long form) the shipping company said it was delivered and I need to handle with the Lulu's.  so much easier to dispute with Amex, I will never order from these lululosers again. ","{'neg': 0.117, 'neu': 0.832, 'pos': 0.051, 'compound': -0.6522}",-0.6522,Negative
"Bought a jacket, very expensive ($400), but the quality is very bad. Got a defect, contacted them and they confirmed they will send a post label for a return / refund within next 2-3 business days. This was in November 2023... Despite many emails and confirmations that they would send the post label within few days, we are in March and still nothing.I think they charge hefty price for a bad quality and the after sale service is catastrophic, if not a fraud.Don't buy anything from this brand","{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.9646}",-0.9646,Negative
"I went to lululemon in Westfield , the girl who had blonde ( didn't catch her name ) was rude and kept rolling her eyes while talking . First of all who do you think you are ? Second of all if you can't be nice don't work in retail ! ","{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.6832}",-0.6832,Negative
"I have a bunch of their stuff. Whenever I have an issue with one of their items, they are super good about exchanging. You pay a premium price, but if the item doesn’t hold up, they’ll make it better.Most recently I sent a complaint about boxers that didn’t hold up and ripped. They sent me a gift card via email to make up for it.","{'neg': 0.061, 'neu': 0.812, 'pos': 0.126, 'compound': 0.6428}",0.6428,Positive
"Terrible customer service. UPS was supposed to deliver the parcel on the 3rd of May but they didn't even come by, they left it at a collection point 2.5km away! I contacted Lulu and they said that they are sorry but there is nothing they can do and it is UPS' fault so I can contact them if I want but there is nothing they can do. I called UPS who said they will try to redeliver in 2 days but they never did. Contacted Lulu again who again told me all they can do is pass on my complaint to UPS but I should not expect a response from UPS and there is nothing they can do about the parcel but it would be best if I just go and pick it up myself! We do know UPS is absolutely incompetent but I expected better customer service from Lulu.","{'neg': 0.095, 'neu': 0.835, 'pos': 0.07, 'compound': -0.4448}",-0.4448,Negative
"I would avoid the store like the plague. They put in a childless policy, which means they won’t let you accompany your child to try on clothing. They want to do it for you, so they can feel your child up and do inappropriate things with children, which is what this company is all about. Definitely avoid, we have spent tens of thousand dollars, just this year with this company but will no longer do so. They make a crappy product, have horrible employees, and overall the companies poorly run now that they become famous. The worst part is they want to separate you from your child so that they can do inappropriate things with them in the dressing room.1","{'neg': 0.161, 'neu': 0.793, 'pos': 0.046, 'compound': -0.9612}",-0.9612,Negative
Horrible service. They use DPD as a delivery partner and they went around with my package for 4 days without delivering it. DPD support is useless and so is Lululemon support.Answering very late and asking a bunch of security questions (lol) instead of actually helping. Will never order from here again. Should have checked the reviews beforehand. Stay away!I am looking to get my money back for my order.,"{'neg': 0.084, 'neu': 0.815, 'pos': 0.101, 'compound': -0.0752}",-0.0752,Negative
"ordered product on their website on cyber monday, waited weeks for delivery/tracking no movement on order status, then they finally said due to a ""system glitch"" they couldn't deliver the product, offered a refund. And lost out on sale prices (they would not honor those and re-order the product at the same price). Lame customer service, do what's right for them not the customer","{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.8372}",-0.8372,Negative
"Completely let down by Lululemon delivery. What's the point of saying 3-5 working days (already quite long by today's standards) and then failing to keep to this timescale? Useless, and at Lululemon prices customers have a right to expect much better.","{'neg': 0.133, 'neu': 0.804, 'pos': 0.063, 'compound': -0.4939}",-0.4939,Negative
Same as all these other customers. Ordered on 28th Nov in Black Friday sale & order has been awaiting collection by ever since. Now out of stock with the suggestion from a “educator” (how patronising is that?) for me  to order something else (at vastly higher prices than my original order). Feels like a scam!,"{'neg': 0.064, 'neu': 0.848, 'pos': 0.088, 'compound': 0.1007}",0.1007,Positive
"I see some terrible reviews, but my experience has been excellent. Very friendly and helpful staff in the stores, and the clothes fit great.","{'neg': 0.049, 'neu': 0.406, 'pos': 0.545, 'compound': 0.9743}",0.9743,Positive
"I have been wearing Luon leggings for 20 years.  Lululemon came into the market place when you could not get quality workout wear in all sizes and shapes.  I am disappointed with the Nulu product such a cheap disappointing fabric.  Pills, everything sticks to it, hair, dust, fluff.  Don't waste your money at Lululemon. You kind find better quality workout wear at target and Gap.","{'neg': 0.088, 'neu': 0.792, 'pos': 0.12, 'compound': 0.3252}",0.3252,Positive
"I love all there clothes and accessories, but too expensive. Their leggings are the most comfortable you’ll ever wear tho!","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8308}",0.8308,Positive
"My package was marked undeliverable due to the carrier losing my package. I called lululemon, and was initially told I would get the option to replace the items with expedited shipping. Unfortunately, one of the items was out of stock so I needed to get another color, but these were going to be gifts, so I couldn’t decide right at that moment. The educator said they would put a note on my account so that I can be offered the same option when I called back. But when I called back, a different educator said they cannot offer this option. They would have to investigate, which would take 6 business days. That would be too long, since my family is leaving the country before that time period and gone for 3 months. I was planning to give these gifts to family out of the country. I asked for a full refund instead, which they said they cannot do until 6 days later. Extremely frustrated, as I’m now out of gifts. They also said if the original package is found, they’ll try to deliver as intended…but I’m out of the country for 3 months and well out of the 30 day return window…they’ll put a “note” on my account of the situation…as if notes do anything as was seen with my initial call about this matter. Will no longer support lululemon.","{'neg': 0.05, 'neu': 0.904, 'pos': 0.046, 'compound': -0.2505}",-0.2505,Negative
I have purchased several of their products over the course of the last 9 years or so and never had an issue. I bought the license to train linerless shorts in October of 2023 and the threads are already coming off. I reached out to their customer service over 2 weeks ago with no reply. I followed up 2 days ago and still no reply. It makes no sense how a company as popular as lululemon has that bad of a customer service team. I will not be purchasing another product from them unless they resolve this issue.,"{'neg': 0.103, 'neu': 0.827, 'pos': 0.069, 'compound': -0.5106}",-0.5106,Negative
"Customer service is a disappointment. My $300 parcels got stolen, I got it on cam. I wrote to GEC explained the situation and sent the vid. Then I got an auto reply saying they start investigation process, it will take 6 days and they will get it touch. They never did, so after 3 weeks with no respond I contacted them via chat on a website. Only after that I got an email saying they’re unable to help and they won’t refund me. Thanks for nothing!","{'neg': 0.104, 'neu': 0.831, 'pos': 0.065, 'compound': -0.5255}",-0.5255,Negative
Found a thumbtack/pin on the inside of  leggings ordered online. Lululemon customer service couldn’t tell me what it is and mentioned it doesn’t look like the pins used in their warehouse. I was told by an acquaintance that it looks like a type of accupuncture needle. Why would this be inside allegedly brand new leggings? This is so unsafe!,"{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.6476}",0.6476,Positive
